id,name,area,city,latitude,longitude,source,source_license,confidence,last_checked_at,court_type,access_type,price_type,has_lights,dryness_after_rain,slippery_when_wet,rain_playable,surface_type,surface_condition,court_cleanliness,court_space,runoff_safety,peak_times,has_nets,rim_height,rim_type,backboard_condition,rim_condition,hoop_count,opening_hours,evening_access,has_toilets,has_drinking_water,has_parking,has_changing_rooms,good_for_solo,good_for_pickup,good_for_training,beginner_friendly,notes,photo_asset_name,photo_url,osm_type,osm_id,osm_ref,osm_tags_json,import_batch
osm-way-3078559,Alexander Sports Centre,University of Bedfordshire,UK,52.1435794,-0.4861138,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,mixed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/3078559). OSM source tag: bing.,,,way,3078559,way/3078559,"{""@id"":""way/3078559"",""leisure"":""sports_centre"",""name"":""Alexander Sports Centre"",""operator"":""University of Bedfordshire"",""source"":""bing"",""sport"":""badminton;tennis;soccer;basketball;cricket;volleyball;climbing"",""@geometry"":""center""}",2026-05-12
osm-way-3127877,OSM Basketball Court 3127877,UK,UK,52.1227212,-0.4625546,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/3127877). Name is missing in OSM and should be manually reviewed.,,,way,3127877,way/3127877,"{""@id"":""way/3127877"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-relation-4196368,Ashdown Leisure Centre,Adastral Road,Poole,50.7487212,-1.9665746,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,mixed,unknown,paid,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,"Mo-Th 06:30-21:45, Fr 06:30-21:00, Sa-Su 08:00-18:00",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (relation/4196368).,,,relation,4196368,relation/4196368,"{""@id"":""relation/4196368"",""addr:city"":""Poole"",""addr:housename"":""BCP Leisure Ashdown Leisure Centre"",""addr:postcode"":""BH17 8RE"",""addr:street"":""Adastral Road"",""building"":""yes"",""fee"":""yes"",""leisure"":""sports_centre"",""name"":""Ashdown Leisure Centre"",""opening_hours"":""Mo-Th 06:30-21:45, Fr 06:30-21:00, Sa-Su 08:00-18:00"",""operator"":""BCP Leisure"",""operator:type"":""public"",""sport"":""badminton;basketball;netball;tennis;athletics"",""type"":""multipolygon"",""@geometry"":""center""}",2026-05-12
osm-way-4319508,OSM Basketball Court 4319508,UK,UK,52.1286664,-0.4637508,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/4319508). Name is missing in OSM and should be manually reviewed.,,,way,4319508,way/4319508,"{""@id"":""way/4319508"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-4405465,OSM Basketball Court 4405465,UK,UK,50.8420075,-0.1726733,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/4405465). Name is missing in OSM and should be manually reviewed.,,,way,4405465,way/4405465,"{""@id"":""way/4405465"",""leisure"":""pitch"",""sport"":""basketball"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-4680791,OSM Basketball Court 4680791,UK,UK,51.5468790,-0.1476669,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/4680791). Name is missing in OSM and should be manually reviewed.,,,way,4680791,way/4680791,"{""@id"":""way/4680791"",""barrier"":""fence"",""leisure"":""pitch"",""sport"":""basketball;multi"",""@geometry"":""center""}",2026-05-12
osm-way-4724320,OSM Basketball Court 4724320,UK,UK,51.9198176,-1.1426336,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,2,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/4724320). Name is missing in OSM and should be manually reviewed.,,,way,4724320,way/4724320,"{""@id"":""way/4724320"",""hoops"":""2"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-5012637,OSM Basketball Court 5012637,UK,UK,51.4509637,-0.1080451,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/5012637). Name is missing in OSM and should be manually reviewed.,,,way,5012637,way/5012637,"{""@id"":""way/5012637"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-5058514,OSM Basketball Court 5058514,UK,UK,51.8822646,-1.3036130,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/5058514). Name is missing in OSM and should be manually reviewed.,,,way,5058514,way/5058514,"{""@id"":""way/5058514"",""leisure"":""pitch"",""sport"":""football;basketball"",""@geometry"":""center""}",2026-05-12
osm-way-5949380,OSM Basketball Court 5949380,UK,UK,51.5138445,-0.0492122,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/5949380). Name is missing in OSM and should be manually reviewed.,,,way,5949380,way/5949380,"{""@id"":""way/5949380"",""created_by"":""Potlatch 0.7b"",""leisure"":""pitch"",""sport"":""basketball"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-relation-7381362,OSM Basketball Court 7381362,UK,UK,53.0963527,-1.2462362,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (relation/7381362). Name is missing in OSM and should be manually reviewed. OSM source tag: Bing.,,,relation,7381362,relation/7381362,"{""@id"":""relation/7381362"",""leisure"":""pitch"",""source"":""Bing"",""sport"":""basketball"",""type"":""multipolygon"",""@geometry"":""center""}",2026-05-12
osm-way-7985572,OSM Basketball Court 7985572,UK,UK,52.0843694,0.4430051,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/7985572). Name is missing in OSM and should be manually reviewed.,,,way,7985572,way/7985572,"{""@id"":""way/7985572"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-7991161,OSM Basketball Court 7991161,UK,UK,52.0909679,0.4274685,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/7991161). Name is missing in OSM and should be manually reviewed.,,,way,7991161,way/7991161,"{""@id"":""way/7991161"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-8010114,OSM Basketball Court 8010114,UK,UK,51.6054088,-0.1844437,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,2,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/8010114). Name is missing in OSM and should be manually reviewed.,,,way,8010114,way/8010114,"{""@id"":""way/8010114"",""hoops"":""2"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-9640818,Riverside Leisure Centre,Cowick Street,Exeter,50.7162879,-3.5368091,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,mixed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,"Mo-Fr 06:30-22:00; Sa,Su,PH 08:00-20:00",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/9640818).,,,way,9640818,way/9640818,"{""@id"":""way/9640818"",""addr:city"":""Exeter"",""addr:postcode"":""EX4 1AF"",""addr:street"":""Cowick Street"",""building"":""yes"",""building:levels"":""3"",""email"":""riverside@exeter.gov.uk"",""leisure"":""sports_centre"",""name"":""Riverside Leisure Centre"",""opening_hours"":""Mo-Fr 06:30-22:00; Sa,Su,PH 08:00-20:00"",""operator"":""Exeter Leisure"",""phone"":""+44 1392 265390"",""sauna"":""yes"",""sport"":""swimming;fitness;cycling;squash;weightlifting;basketball;badminton;soccer"",""website"":""https://www.exeterleisure.com/centres/riverside-leisure-centre/"",""@geometry"":""center""}",2026-05-12
osm-node-10394420,OSM Basketball Court 10394420,UK,UK,52.1167233,-0.4574456,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (node/10394420). Name is missing in OSM and should be manually reviewed.,,,node,10394420,node/10394420,"{""@id"":""node/10394420"",""sport"":""basketball""}",2026-05-12
osm-relation-13588645,OSM Basketball Court 13588645,UK,UK,53.4373097,-2.7705918,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,yes,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (relation/13588645). Name is missing in OSM and should be manually reviewed.,,,relation,13588645,relation/13588645,"{""@id"":""relation/13588645"",""leisure"":""pitch"",""lit"":""yes"",""sport"":""soccer;basketball"",""surface"":""asphalt"",""type"":""multipolygon"",""@geometry"":""center""}",2026-05-12
osm-way-13768655,OSM Basketball Court 13768655,UK,UK,53.8159270,-1.5515716,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/13768655). Name is missing in OSM and should be manually reviewed.,,,way,13768655,way/13768655,"{""@id"":""way/13768655"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-relation-14757664,OSM Basketball Court 14757664,UK,UK,53.0055398,-1.1738883,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (relation/14757664). Name is missing in OSM and should be manually reviewed.,,,relation,14757664,relation/14757664,"{""@id"":""relation/14757664"",""leisure"":""pitch"",""sport"":""basketball"",""type"":""multipolygon"",""@geometry"":""center""}",2026-05-12
osm-way-15330404,OSM Basketball Court 15330404,UK,UK,53.8081952,-1.5459604,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/15330404). Name is missing in OSM and should be manually reviewed.,,,way,15330404,way/15330404,"{""@id"":""way/15330404"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-relation-15353597,OSM Basketball Court 15353597,UK,UK,53.4031662,-3.0586028,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (relation/15353597). Name is missing in OSM and should be manually reviewed.,,,relation,15353597,relation/15353597,"{""@id"":""relation/15353597"",""leisure"":""pitch"",""sport"":""basketball"",""type"":""multipolygon"",""@geometry"":""center""}",2026-05-12
osm-way-15562834,OSM Basketball Court 15562834,UK,UK,51.5217003,-0.0632460,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/15562834). Name is missing in OSM and should be manually reviewed.,,,way,15562834,way/15562834,"{""@id"":""way/15562834"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-relation-15568040,OSM Basketball Court 15568040,UK,UK,53.3812052,-3.0163393,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (relation/15568040). Name is missing in OSM and should be manually reviewed.,,,relation,15568040,relation/15568040,"{""@id"":""relation/15568040"",""leisure"":""pitch"",""sport"":""basketball"",""type"":""multipolygon"",""@geometry"":""center""}",2026-05-12
osm-relation-15594427,OSM Basketball Court 15594427,UK,UK,52.9893406,-1.1823496,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (relation/15594427). Name is missing in OSM and should be manually reviewed.,,,relation,15594427,relation/15594427,"{""@id"":""relation/15594427"",""leisure"":""pitch"",""sport"":""basketball"",""type"":""multipolygon"",""@geometry"":""center""}",2026-05-12
osm-way-15732823,OSM Basketball Court 15732823,UK,UK,51.4740609,-2.5514553,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/15732823). Name is missing in OSM and should be manually reviewed.,,,way,15732823,way/15732823,"{""@id"":""way/15732823"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-relation-16008266,OSM Basketball Court 16008266,UK,UK,51.4874503,-0.1215217,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (relation/16008266). Name is missing in OSM and should be manually reviewed.,,,relation,16008266,relation/16008266,"{""@id"":""relation/16008266"",""leisure"":""pitch"",""sport"":""soccer;basketball;athletics"",""surface"":""artificial_turf"",""type"":""multipolygon"",""@geometry"":""center""}",2026-05-12
osm-relation-17093991,OSM Basketball Court 17093991,UK,UK,51.5656475,-1.8451812,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (relation/17093991). Name is missing in OSM and should be manually reviewed.,,,relation,17093991,relation/17093991,"{""@id"":""relation/17093991"",""leisure"":""pitch"",""sport"":""basketball"",""type"":""multipolygon"",""@geometry"":""center""}",2026-05-12
osm-relation-17818084,OSM Basketball Court 17818084,UK,UK,52.5321781,-2.0382424,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,private,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (relation/17818084). Name is missing in OSM and should be manually reviewed.,,,relation,17818084,relation/17818084,"{""@id"":""relation/17818084"",""access"":""private"",""leisure"":""pitch"",""sport"":""basketball"",""type"":""multipolygon"",""@geometry"":""center""}",2026-05-12
osm-way-19594233,Waterlooville Leisure Centre,UK,UK,50.8871836,-1.0415186,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,mixed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/19594233).,,,way,19594233,way/19594233,"{""@id"":""way/19594233"",""building"":""yes"",""leisure"":""sports_centre"",""name"":""Waterlooville Leisure Centre"",""sport"":""swimming;squash;table_tennis;badminton;soccer;basketball;volleyball;gymnastics;trampoline"",""@geometry"":""center""}",2026-05-12
osm-way-20043930,OSM Basketball Court 20043930,UK,UK,51.5851845,-0.3465373,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,yes,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/20043930). Name is missing in OSM and should be manually reviewed.,,,way,20043930,way/20043930,"{""@id"":""way/20043930"",""leisure"":""pitch"",""lit"":""yes"",""sport"":""tennis;basketball"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-22608559,OSM Basketball Court 22608559,UK,UK,51.5891147,-0.1030015,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/22608559). Name is missing in OSM and should be manually reviewed.,,,way,22608559,way/22608559,"{""@id"":""way/22608559"",""barrier"":""fence"",""leisure"":""area"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-22616438,OSM Basketball Court 22616438,UK,UK,51.5539057,-0.0628038,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/22616438). Name is missing in OSM and should be manually reviewed.,,,way,22616438,way/22616438,"{""@id"":""way/22616438"",""leisure"":""pitch"",""lit"":""no"",""sport"":""basketball"",""surface"":""clay"",""wheelchair"":""yes"",""@geometry"":""center""}",2026-05-12
osm-way-22663475,OSM Basketball Court 22663475,UK,UK,50.7137075,-3.4774633,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/22663475). Name is missing in OSM and should be manually reviewed.,,,way,22663475,way/22663475,"{""@id"":""way/22663475"",""created_by"":""JOSM"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-22701197,OSM Basketball Court 22701197,UK,UK,51.5289372,-0.0707388,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,yes,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/22701197). Name is missing in OSM and should be manually reviewed.,,,way,22701197,way/22701197,"{""@id"":""way/22701197"",""leisure"":""pitch"",""lit"":""yes"",""sport"":""basketball;soccer"",""surface"":""asphalt"",""wheelchair"":""yes"",""@geometry"":""center""}",2026-05-12
osm-way-22818266,OSM Basketball Court 22818266,UK,UK,51.3540729,-1.1241341,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/22818266). Name is missing in OSM and should be manually reviewed.,,,way,22818266,way/22818266,"{""@id"":""way/22818266"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-22936274,OSM Basketball Court 22936274,UK,UK,51.4519246,-0.4062407,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,public,unknown,unknown,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,2,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/22936274). Name is missing in OSM and should be manually reviewed.,,,way,22936274,way/22936274,"{""@id"":""way/22936274"",""access"":""yes"",""hoops"":""2"",""leisure"":""pitch"",""sport"":""basketball"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-22995989,OSM Basketball Court 22995989,UK,UK,51.3543612,-1.1493670,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/22995989). Name is missing in OSM and should be manually reviewed.,,,way,22995989,way/22995989,"{""@id"":""way/22995989"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-23127223,OSM Basketball Court 23127223,UK,UK,51.4000945,-0.2507675,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/23127223). Name is missing in OSM and should be manually reviewed.,,,way,23127223,way/23127223,"{""@id"":""way/23127223"",""created_by"":""Potlatch 0.7b"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-23151030,OSM Basketball Court 23151030,UK,UK,53.6884283,-1.4847367,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,yes,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/23151030). Name is missing in OSM and should be manually reviewed.,,,way,23151030,way/23151030,"{""@id"":""way/23151030"",""leisure"":""pitch"",""lit"":""yes"",""sport"":""basketball"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-23153013,Playing Fields,UK,UK,51.7559578,-1.2675946,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/23153013). OSM source tag: Bing.,,,way,23153013,way/23153013,"{""@id"":""way/23153013"",""landuse"":""recreation_ground"",""name"":""Playing Fields"",""source"":""Bing"",""sport"":""cricket;tennis;basketball;rugby"",""@geometry"":""center""}",2026-05-12
